Customer_ID,Age,Gender,Annual_Income,Spending_Score,Subscription_Type,Purchase_Frequency,Customer_Tenure,Channel,Product_Category
1841,38,Female,116601,77,Premium,5,6,In-Store,Sports
1842,58,Male,116601,22,Premium,2,9,In-Store,Automotive
1843,38,Male,90341,65,Standard,11,3,Online,Clothing
1844,22,Male,49180,92,Standard,16,2,Online,Automotive
1845,22,Female,116601,81,Premium,17,2,Online,Toys
1846,38,Female,49180,76,Basic,5,3,In-Store,Books
1847,22,Male,116601,97,Premium,15,1,Online,Beauty
1848,38,Female,116601,71,Premium,1,6,Online,Home & Kitchen
1849,58,Male,116601,30,Basic,4,8,In-Store,Home & Kitchen
1850,22,Male,90341,95,Basic,9,1,Mobile App,Electronics
1851,58,Male,90341,36,Standard,11,6,In-Store,Books
1852,22,Male,116601,74,Premium,22,1,Online,Toys
1853,22,Female,90341,86,Premium,27,2,In-Store,Sports
1854,58,Female,90341,33,Standard,10,6,In-Store,Toys
1855,22,Female,116601,99,Premium,24,4,Online,Beauty
1856,58,Male,116601,19,Standard,5,7,Mobile App,Home & Kitchen
1857,22,Male,116601,70,Premium,17,3,Online,Toys
1858,38,Female,116601,69,Standard,14,5,Online,Toys
1859,38,Male,90341,45,Basic,2,6,Online,Books
1860,58,Male,49180,45,Standard,6,8,Online,Home & Kitchen
1861,58,Female,90341,21,Standard,11,6,Mobile App,Automotive
1862,38,Female,90341,58,Standard,19,6,Online,Electronics
1863,38,Male,49180,69,Basic,1,4,Online,Clothing
1864,58,Female,49180,48,Basic,14,9,In-Store,Home & Kitchen
1865,22,Male,49180,71,Premium,25,2,Online,Automotive
1866,58,Female,49180,20,Basic,6,5,In-Store,Home & Kitchen
1867,38,Male,116601,56,Basic,12,6,In-Store,Home & Kitchen
1868,58,Male,116601,21,Standard,8,8,In-Store,Home & Kitchen
1869,58,Female,116601,19,Premium,2,6,In-Store,Automotive
1870,22,Male,116601,75,Standard,10,2,Mobile App,Electronics
1871,58,Female,49180,40,Basic,1,7,In-Store,Automotive
1872,38,Male,49180,68,Standard,11,5,Online,Clothing
1873,38,Male,49180,70,Standard,14,5,Mobile App,Clothing
1874,22,Male,90341,82,Standard,17,2,Online,Clothing
1875,22,Male,116601,72,Premium,22,3,In-Store,Beauty
1876,38,Female,116601,63,Premium,9,4,In-Store,Clothing
1877,22,Female,116601,91,Premium,25,2,Mobile App,Books
1878,58,Female,49180,15,Basic,13,6,In-Store,Home & Kitchen
1879,22,Male,90341,78,Standard,13,2,Online,Electronics
1880,22,Male,90341,71,Standard,10,1,Online,Clothing
1881,58,Female,49180,20,Basic,5,8,In-Store,Clothing
1882,58,Male,90341,24,Standard,2,6,Online,Electronics
1883,22,Female,49180,95,Basic,1,3,Online,Electronics
1884,22,Male,49180,74,Basic,14,2,Mobile App,Electronics
1885,38,Male,90341,43,Standard,13,4,Online,Home & Kitchen
1886,58,Female,90341,28,Standard,13,8,Online,Home & Kitchen
1887,22,Male,49180,85,Premium,18,3,In-Store,Books
1888,22,Male,49180,82,Basic,3,3,Online,Beauty
1889,58,Male,90341,36,Basic,7,7,In-Store,Sports
1890,38,Female,49180,71,Basic,1,5,In-Store,Beauty
1891,58,Male,49180,14,Basic,11,5,In-Store,Home & Kitchen
1892,58,Male,49180,25,Basic,9,8,Mobile App,Electronics
1893,58,Female,49180,19,Standard,9,5,In-Store,Electronics
1894,38,Female,90341,73,Basic,6,3,Online,Sports
1895,58,Female,116601,30,Premium,11,8,In-Store,Books
1896,38,Female,116601,56,Premium,6,3,Mobile App,Sports
1897,58,Male,90341,11,Standard,2,9,Online,Electronics
1898,58,Male,116601,49,Standard,8,5,In-Store,Beauty
1899,58,Male,49180,38,Premium,1,6,In-Store,Books
1900,22,Female,90341,98,Standard,15,1,Online,Automotive
1901,22,Female,90341,91,Standard,10,1,Mobile App,Beauty
1902,58,Male,49180,22,Basic,1,7,In-Store,Home & Kitchen
1903,58,Male,116601,38,Standard,9,6,In-Store,Books
1904,38,Male,49180,58,Basic,6,3,Online,Automotive
1905,22,Female,49180,74,Standard,16,2,Mobile App,Clothing
1906,22,Female,90341,83,Standard,19,2,Online,Automotive
1907,22,Female,90341,89,Standard,18,3,Online,Electronics
1908,58,Male,49180,14,Basic,3,8,In-Store,Books
1909,38,Female,49180,61,Basic,9,5,In-Store,Beauty
1910,58,Female,116601,31,Premium,13,9,In-Store,Beauty
1911,22,Female,49180,71,Basic,7,1,Online,Electronics
1912,22,Female,90341,80,Basic,10,2,Online,Sports
1913,38,Female,116601,64,Premium,13,6,Online,Home & Kitchen
1914,22,Female,116601,73,Premium,19,1,Online,Clothing
1915,58,Female,116601,23,Premium,13,7,In-Store,Beauty
1916,22,Male,90341,77,Standard,11,4,Online,Clothing
1917,38,Male,49180,78,Standard,19,4,In-Store,Clothing
1918,38,Female,90341,70,Standard,10,3,Mobile App,Home & Kitchen
1919,58,Male,90341,31,Standard,3,9,In-Store,Toys
1920,58,Female,116601,16,Standard,12,9,In-Store,Clothing
1921,58,Female,90341,47,Standard,3,9,In-Store,Clothing
1922,22,Female,49180,71,Basic,11,3,Online,Clothing
1923,22,Male,49180,77,Basic,6,3,Online,Books
1924,38,Male,90341,60,Basic,11,6,Mobile App,Clothing
1925,38,Male,116601,58,Basic,14,3,Online,Clothing
1926,38,Male,49180,67,Basic,2,3,In-Store,Home & Kitchen
1927,22,Male,49180,78,Standard,11,2,Online,Electronics
1928,38,Female,49180,41,Standard,11,5,In-Store,Electronics
1929,38,Female,116601,45,Premium,8,4,Online,Electronics
1930,58,Male,49180,16,Standard,1,6,In-Store,Electronics
1931,38,Male,49180,69,Basic,7,4,In-Store,Home & Kitchen
1932,38,Male,90341,40,Standard,12,6,In-Store,Automotive
1933,58,Male,49180,26,Basic,6,5,In-Store,Automotive
1934,58,Female,116601,30,Premium,14,8,In-Store,Automotive
1935,38,Male,90341,53,Standard,14,6,Mobile App,Beauty
1936,38,Female,90341,47,Standard,10,4,In-Store,Clothing
1937,22,Male,90341,72,Premium,25,3,Online,Home & Kitchen
1938,58,Male,116601,10,Premium,3,8,In-Store,Home & Kitchen
1939,22,Male,116601,96,Standard,17,2,Online,Electronics
1940,22,Female,90341,75,Standard,11,3,Online,Home & Kitchen
1941,38,Male,49180,62,Standard,11,4,Online,Sports
1942,22,Female,49180,94,Premium,24,3,Online,Home & Kitchen
1943,22,Male,116601,95,Standard,16,1,In-Store,Automotive
1944,58,Female,49180,40,Basic,14,8,In-Store,Books
1945,22,Male,116601,76,Premium,15,1,Mobile App,Automotive
1946,22,Male,90341,83,Standard,17,4,Online,Automotive
1947,58,Male,116601,38,Standard,12,7,Online,Sports
1948,22,Female,49180,71,Basic,9,4,Online,Sports
1949,58,Male,116601,45,Premium,9,7,In-Store,Clothing
1950,22,Female,116601,98,Premium,23,4,Online,Sports
1951,58,Female,116601,16,Premium,14,6,In-Store,Electronics
1952,22,Male,49180,74,Basic,11,2,Online,Automotive
1953,58,Male,49180,12,Basic,11,9,Mobile App,Automotive
1954,22,Female,90341,72,Standard,11,3,Online,Books
1955,58,Female,49180,49,Standard,4,9,Mobile App,Toys
1956,22,Female,116601,80,Premium,20,1,Online,Clothing
1957,22,Female,49180,80,Standard,16,4,Online,Clothing
1958,38,Male,90341,58,Basic,6,4,In-Store,Home & Kitchen
1959,38,Female,49180,49,Basic,4,5,Online,Home & Kitchen
1960,38,Male,49180,69,Standard,19,4,In-Store,Home & Kitchen
1961,38,Female,90341,57,Premium,2,6,Mobile App,Clothing
1962,22,Female,90341,91,Standard,10,4,Online,Electronics
1963,38,Female,90341,65,Standard,15,6,Mobile App,Beauty
1964,22,Male,116601,84,Premium,26,4,Online,Beauty
1965,38,Female,49180,40,Basic,14,4,In-Store,Beauty
1966,58,Female,49180,27,Premium,13,9,Mobile App,Books
1967,58,Male,116601,46,Premium,12,5,In-Store,Clothing
1968,22,Female,49180,93,Basic,10,2,Online,Electronics
1969,58,Male,90341,43,Standard,13,6,In-Store,Books
1970,38,Male,49180,68,Basic,7,3,In-Store,Toys
1971,58,Female,90341,24,Standard,9,8,In-Store,Home & Kitchen
1972,58,Male,49180,22,Basic,2,6,Online,Books
1973,38,Female,90341,69,Standard,15,3,Online,Home & Kitchen
1974,38,Female,116601,66,Standard,16,4,Online,Home & Kitchen
1975,38,Male,90341,65,Standard,18,5,Mobile App,Sports
1976,22,Female,49180,88,Basic,1,2,Mobile App,Home & Kitchen
1977,22,Male,116601,73,Premium,21,3,Mobile App,Toys
1978,22,Male,49180,85,Basic,13,4,Online,Clothing
1979,58,Female,90341,45,Standard,5,7,Mobile App,Toys
1980,58,Male,49180,46,Premium,6,9,Online,Sports
1981,38,Female,49180,79,Basic,6,4,Online,Sports
1982,58,Female,90341,47,Standard,5,5,In-Store,Electronics
1983,22,Female,49180,98,Basic,8,3,Online,Electronics
1984,58,Female,116601,49,Standard,6,7,Online,Beauty
1985,22,Female,49180,92,Premium,21,1,Online,Clothing
1986,58,Male,116601,35,Premium,5,9,In-Store,Clothing
1987,58,Male,90341,25,Basic,9,7,In-Store,Books
1988,38,Male,116601,68,Premium,11,5,Mobile App,Electronics
1989,22,Male,49180,84,Basic,8,1,Online,Clothing
1990,22,Female,49180,86,Standard,11,1,Mobile App,Home & Kitchen
1991,22,Female,90341,85,Basic,8,4,Online,Home & Kitchen
1992,58,Female,116601,44,Premium,5,6,In-Store,Books
1993,58,Female,90341,25,Premium,14,6,Mobile App,Beauty
1994,58,Male,49180,39,Basic,14,5,In-Store,Books
1995,22,Male,90341,74,Premium,29,1,Online,Toys
1996,22,Male,116601,85,Standard,19,1,Mobile App,Automotive
1997,38,Male,116601,49,Standard,17,5,Online,Books
1998,38,Female,49180,74,Standard,13,3,Mobile App,Sports
1999,38,Male,49180,65,Standard,16,6,Mobile App,Beauty
2000,22,Female,90341,99,Standard,14,4,Online,Beauty
